Title: dummy

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2(absolute) rhol rhos viscosity aH2O chisqr
1000.00 1580.00 99.999998 0.5257151199444376 0.555128 290.602493 -1228218.753945 34.582149 -93.705960 2296.783606 150.162724 -3.697 -3.697 2.738454 3.082848 0.033 0 0.000
1000.00 1575.00 99.999998 0.5177597114827630 0.547461 289.923052 -1229476.163606 34.548274 -92.930940 2280.980450 149.736511 -3.698 -3.698 2.737465 3.084475 0.060 0 0.000
1000.00 1570.00 99.999998 0.5100238576484759 0.540003 289.252067 -1230714.571790 34.515177 -92.182245 2265.544667 149.321733 -3.700 -3.700 2.736431 3.086097 0.089 0 0.000
1000.00 1565.00 99.999998 0.5024990634642257 0.532745 288.589161 -1231934.753213 34.482826 -91.458871 2250.462093 148.917927 -3.701 -3.701 2.735351 3.087713 0.117 0 0.000
1000.00 1560.00 99.999998 0.4951773495275286 0.525680 287.933981 -1233137.437531 34.451195 -90.759873 2235.719430 148.524656 -3.702 -3.702 2.734227 3.089325 0.146 0 0.000
1000.00 1555.00 99.999998 0.4880512137847154 0.518803 287.286193 -1234323.312638 34.420256 -90.084360 2221.304185 148.141509 -3.703 -3.703 2.733060 3.090930 0.175 0 0.000
1000.00 1550.00 99.999998 0.4811135963920590 0.512105 286.645483 -1235493.027696 34.389984 -89.431493 2207.204609 147.768098 -3.704 -3.704 2.731849 3.092529 0.205 0 0.000
1000.00 1545.00 99.999998 0.4743578473652899 0.505581 286.011553 -1236647.195917 34.360356 -88.800480 2193.409642 147.404057 -3.705 -3.705 2.730597 3.094122 0.235 0 0.000
1000.00 1540.00 99.999998 0.4677776967509262 0.499226 285.384120 -1237786.397111 34.331350 -88.190569 2179.908865 147.049038 -3.705 -3.705 2.729303 3.095709 0.265 0 0.000
1000.00 1535.00 99.999998 0.4613672270839531 0.493033 284.762917 -1238911.180045 34.302943 -87.601053 2166.692450 146.702716 -3.706 -3.706 2.727969 3.097288 0.296 0 0.000
1000.00 1530.00 99.999998 0.4551208479241085 0.486998 284.147692 -1240022.064606 34.275117 -87.031259 2153.751122 146.364779 -3.706 -3.706 2.726596 3.098861 0.327 0 0.000
1000.00 1525.00 99.999998 0.4490332722849791 0.481115 283.538202 -1241119.543797 34.247852 -86.480550 2141.076114 146.034935 -3.707 -3.707 2.725184 3.100425 0.359 0 0.000
1000.00 1520.00 99.999998 0.4430994947936923 0.475381 282.934221 -1242204.085588 34.221130 -85.948321 2128.659133 145.712903 -3.707 -3.707 2.723736 3.101982 0.390 0 0.000
1000.00 1515.00 99.999998 0.4373147714338562 0.469790 282.335529 -1243276.134616 34.194934 -85.433996 2116.492327 145.398419 -3.707 -3.707 2.722252 3.103531 0.423 0 0.000
1000.00 1510.00 99.999998 0.4316746007446221 0.464339 281.741921 -1244336.113761 34.169247 -84.937029 2104.568250 145.091231 -3.707 -3.707 2.720733 3.105072 0.455 0 0.000
1000.00 1505.00 99.999998 0.4261747063595923 0.459023 281.153198 -1245384.425609 34.144054 -84.456898 2092.879833 144.791100 -3.707 -3.707 2.719181 3.106604 0.488 0 0.000
1000.00 1500.00 99.999998 0.4208110207840906 0.453839 280.569171 -1246421.453797 34.119341 -83.993103 2081.420359 144.497796 -3.706 -3.706 2.717596 3.108127 0.521 0 0.000
1000.00 1495.00 99.999998 0.4155796703196656 0.448782 279.989662 -1247447.564268 34.095092 -83.545170 2070.183436 144.211101 -3.706 -3.706 2.715981 3.109641 0.555 0 0.000
1000.00 1490.00 99.999998 0.4104769610521541 0.443850 279.414497 -1248463.106426 34.071295 -83.112643 2059.162973 143.930808 -3.705 -3.705 2.714337 3.111145 0.589 0 0.000
1000.00 1485.00 99.999998 0.4054993658357637 0.439039 278.843511 -1249468.414214 34.047936 -82.695085 2048.353157 143.656718 -3.705 -3.705 2.712665 3.112640 0.624 0 0.000
1000.00 1480.00 99.999998 0.4006435122004213 0.434346 278.276546 -1250463.807105 34.025003 -82.292079 2037.748435 143.388639 -3.704 -3.704 2.710966 3.114126 0.658 0 0.000
1000.00 1475.00 99.999998 0.3959061711267000 0.429768 277.713451 -1251449.591027 34.002484 -81.903222 2027.343493 143.126390 -3.703 -3.703 2.709243 3.115601 0.694 0 0.000
1000.00 1470.00 99.999998 0.3912842466352914 0.425301 277.154080 -1252426.059215 33.980367 -81.528127 2017.133239 142.869795 -3.702 -3.702 2.707496 3.117066 0.729 0 0.000
1000.00 1465.00 99.999998 0.3867747661391628 0.420943 276.598292 -1253393.493005 33.958642 -81.166422 2007.112786 142.618685 -3.701 -3.701 2.705728 3.118521 0.765 0 0.000
1000.00 1460.00 99.999998 0.3823748715148851 0.416692 276.045952 -1254352.162566 33.937298 -80.817749 1997.277437 142.372901 -3.700 -3.700 2.703939 3.119965 0.801 0 0.000
1000.00 1455.00 99.999998 0.3780818108504497 0.412544 275.496931 -1255302.327577 33.916324 -80.481759 1987.622673 142.132284 -3.699 -3.699 2.702132 3.121398 0.838 0 0.000
1000.00 1450.00 99.999998 0.3738929308307029 0.408497 274.951103 -1256244.237856 33.895710 -80.158118 1978.144135 141.896687 -3.697 -3.697 2.700308 3.122821 0.875 0 0.000
1000.00 1445.00 99.999998 0.3698056697242219 0.404549 274.408346 -1257178.133944 33.875448 -79.846502 1968.837620 141.665964 -3.696 -3.696 2.698469 3.124233 0.913 0 0.000
1000.00 1440.00 99.999998 0.3658175509359187 0.400697 273.868543 -1258104.247635 33.855527 -79.546596 1959.699060 141.439977 -3.694 -3.694 2.696616 3.125633 0.950 0 0.000
1000.00 1435.00 99.999998 0.3619261770939185 0.396938 273.331581 -1259022.802478 33.835939 -79.258094 1950.724521 141.218589 -3.693 -3.693 2.694751 3.127022 0.988 0 0.000
1000.00 1430.00 99.999998 0.3581292246379199 0.393272 272.797350 -1259934.014229 33.816675 -78.980702 1941.910189 141.001671 -3.691 -3.691 2.692876 3.128400 1.027 0 0.000
1000.00 1425.00 99.999998 0.3544244388793274 0.389694 272.265744 -1260838.091279 33.797727 -78.714131 1933.252362 140.789096 -3.690 -3.690 2.690992 3.129767 1.066 0 0.000
1000.00 1420.00 99.999998 0.3508096295037850 0.386204 271.736659 -1261735.235039 33.779085 -78.458102 1924.747444 140.580744 -3.688 -3.688 2.689101 3.131122 1.105 0 0.000
1000.00 1415.00 99.999998 0.3472826664878491 0.382799 271.209996 -1262625.640301 33.760744 -78.212341 1916.391936 140.376494 -3.687 -3.687 2.687204 3.132465 1.144 0 0.000
1000.00 1410.00 99.999998 0.3438414764019749 0.379477 270.685655 -1263509.495568 33.742693 -77.976584 1908.182430 140.176232 -3.685 -3.685 2.685303 3.133798 1.184 0 0.000
1000.00 1405.00 99.999998 0.3404840390735965 0.376236 270.163544 -1264386.983360 33.724927 -77.750571 1900.115607 139.979847 -3.683 -3.683 2.683400 3.135118 1.225 0 0.000
1000.00 1400.00 99.999998 0.3361755185996042 0.371922 269.625795 -1265288.033623 33.698530 -77.315309 1891.865801 139.768789 -3.685 -3.685 2.682275 3.136380 1.260 0 0.000
1000.00 1395.00 99.999998 0.3300637313653021 0.365576 269.058302 -1266236.118627 33.656059 -76.485632 1883.172596 139.528200 -3.694 -3.694 2.682607 3.137549 1.286 0 0.000
1000.00 1390.00 99.999998 0.3241419461158318 0.359418 268.495547 -1267173.472856 33.614683 -75.681929 1874.656091 139.293723 -3.703 -3.703 2.682910 3.138715 1.312 0 0.000
1000.00 1385.00 99.999998 0.3183996093485300 0.353439 267.937225 -1268100.652030 33.574339 -74.902668 1866.306274 139.064999 -3.713 -3.713 2.683183 3.139879 1.339 0 0.000
1000.00 1380.00 99.999998 0.3128268978872014 0.347629 267.383050 -1269018.173123 33.534969 -74.146420 1858.113794 138.841696 -3.724 -3.724 2.683428 3.141041 1.365 0 0.000
1000.00 1375.00 99.999998 0.3074146564998425 0.341979 266.832756 -1269926.517677 33.496518 -73.411855 1850.069912 138.623504 -3.736 -3.736 2.683646 3.142201 1.392 0 0.000
1000.00 1370.00 99.999998 0.3021543419147484 0.336481 266.286093 -1270826.134779 33.458935 -72.697727 1842.166452 138.410132 -3.748 -3.748 2.683837 3.143358 1.419 0 0.000
1000.00 1365.00 99.999998 0.2970379724491240 0.331127 265.742828 -1271717.443740 33.422174 -72.002877 1834.395757 138.201307 -3.761 -3.761 2.684003 3.144513 1.446 0 0.000
1000.00 1360.00 99.999998 0.2920580825878171 0.325909 265.202742 -1272600.836509 33.386190 -71.326215 1826.750651 137.996774 -3.774 -3.774 2.684143 3.145664 1.473 0 0.000
1000.00 1355.00 99.999998 0.2872076819412299 0.320822 264.665630 -1273476.679864 33.350942 -70.666724 1819.224404 137.796294 -3.788 -3.788 2.684259 3.146813 1.500 0 0.000
1000.00 1350.00 99.999998 0.2824802180630563 0.315857 264.131298 -1274345.317390 33.316391 -70.023449 1811.810702 137.599642 -3.803 -3.803 2.684351 3.147959 1.527 0 0.000
1000.00 1345.00 99.999998 0.2778695426842220 0.311010 263.599565 -1275207.071279 33.282502 -69.395493 1804.503618 137.406607 -3.819 -3.819 2.684420 3.149103 1.555 0 0.000
1000.00 1340.00 99.999998 0.2733698809716401 0.306275 263.070260 -1276062.243969 33.249241 -68.782016 1797.297588 137.216989 -3.835 -3.835 2.684466 3.150243 1.582 0 0.000
1000.00 1335.00 99.999998 0.2689758034543604 0.301645 262.543222 -1276911.119639 33.216575 -68.182225 1790.187386 137.030600 -3.852 -3.852 2.684490 3.151380 1.610 0 0.000
1000.00 1330.00 99.999998 0.2646822003072420 0.297117 262.018297 -1277753.965577 33.184476 -67.595378 1783.168105 136.847263 -3.870 -3.870 2.684493 3.152514 1.638 0 0.000
1000.00 1325.00 99.999998 0.2604842577161332 0.292685 261.495343 -1278591.033437 33.152914 -67.020771 1776.235138 136.666812 -3.889 -3.889 2.684474 3.153646 1.666 0 0.000
1000.00 1320.00 99.999998 0.2563774360674786 0.288345 260.974222 -1279422.560390 33.121864 -66.457747 1769.384159 136.489088 -3.908 -3.908 2.684434 3.154774 1.695 0 0.000
1000.00 1315.00 99.999998 0.2523574497446404 0.284092 260.454806 -1280248.770198 33.091302 -65.905680 1762.611112 136.313942 -3.928 -3.928 2.684374 3.155899 1.723 0 0.000
1000.00 1310.00 99.999998 0.2484202483092485 0.279923 259.936972 -1281069.874194 33.061202 -65.363983 1755.912188 136.141231 -3.948 -3.948 2.684294 3.157020 1.752 0 0.000
1000.00 1305.00 99.999998 0.2445619989030049 0.275833 259.420604 -1281886.072207 33.031544 -64.832100 1749.283818 135.970823 -3.970 -3.970 2.684194 3.158139 1.780 0 0.000
1000.00 1300.00 99.999998 0.2407790696736593 0.271819 258.905591 -1282697.553411 33.002306 -64.309505 1742.722658 135.802589 -3.992 -3.992 2.684075 3.159254 1.809 0 0.000
1000.00 1295.00 99.999998 0.2370680140817194 0.267877 258.391827 -1283504.497134 32.973468 -63.795700 1736.225577 135.636408 -4.014 -4.014 2.683938 3.160365 1.838 0 0.000
1000.00 1290.00 99.999998 0.2334255559309986 0.264005 257.879212 -1284307.073610 32.945012 -63.290214 1729.789642 135.472166 -4.038 -4.038 2.683782 3.161473 1.868 0 0.000
1000.00 1285.00 99.999998 0.2298485749893613 0.260198 257.367649 -1285105.444696 32.916919 -62.792597 1723.412110 135.309751 -4.062 -4.062 2.683609 3.162578 1.897 0 0.000
1000.00 1280.00 99.999998 0.2263340930647948 0.256454 256.857046 -1285899.764546 32.889172 -62.302422 1717.090415 135.149061 -4.087 -4.087 2.683418 3.163679 1.926 0 0.000
1000.00 1275.00 99.999998 0.2228792604152164 0.252769 256.347314 -1286690.180265 32.861755 -61.819284 1710.822155 134.989993 -4.112 -4.112 2.683210 3.164776 1.956 0 0.000
1000.00 1270.00 99.999998 0.2194813423732715 0.249142 255.838368 -1287476.832529 32.834651 -61.342792 1704.605080 134.832452 -4.138 -4.138 2.682986 3.165869 1.986 0 0.000
1000.00 1265.00 99.999998 0.2161377060711910 0.245569 255.330126 -1288259.856187 32.807846 -60.872575 1698.437083 134.676344 -4.165 -4.165 2.682746 3.166959 2.016 0 0.000
1000.00 1260.00 99.999998 0.2128458071560870 0.242047 254.822508 -1289039.380852 32.781325 -60.408273 1692.316184 134.521582 -4.192 -4.192 2.682491 3.168044 2.046 0 0.000
1000.00 1255.00 99.999998 0.2096031763891219 0.238575 254.315435 -1289815.531467 32.755072 -59.949542 1686.240515 134.368076 -4.220 -4.220 2.682222 3.169125 2.077 0 0.000
1000.00 1250.00 99.999998 0.2064074060207677 0.235149 253.808833 -1290588.428878 32.729075 -59.496045 1680.208309 134.215744 -4.249 -4.249 2.681938 3.170202 2.107 0 0.000
1000.00 1245.00 99.999998 0.2032561358408741 0.231767 253.302628 -1291358.190387 32.703318 -59.047456 1674.217885 134.064502 -4.278 -4.278 2.681641 3.171274 2.138 0 0.000
1000.00 1240.00 99.999998 0.2001470387974673 0.228426 252.796746 -1292124.930317 32.677789 -58.603456 1668.267627 133.914269 -4.308 -4.308 2.681332 3.172342 2.169 0 0.000
1000.00 1235.00 99.999998 0.1970778060817022 0.225125 252.291116 -1292888.760568 32.652474 -58.163729 1662.355969 133.764964 -4.338 -4.338 2.681011 3.173405 2.199 0 0.000
1000.00 1230.00 99.999998 0.1940461315766359 0.221860 251.785666 -1293649.791190 32.627358 -57.727962 1656.481377 133.616507 -4.369 -4.369 2.680678 3.174464 2.231 0 0.000
1000.00 1225.00 99.999998 0.1910496955654671 0.218629 251.280325 -1294408.130956 32.602428 -57.295844 1650.642325 133.468817 -4.400 -4.400 2.680336 3.175517 2.262 0 0.000
1000.00 1220.00 99.999998 0.1700736516977649 0.195141 250.349116 -1295800.120829 32.502695 -53.979154 1623.137406 132.743295 -4.374 -4.374 2.681442 3.172492 2.280 0 0.000
1000.00 1215.00 99.999998 0.1180058795009023 0.135975 248.692084 -1298270.435913 32.281660 -45.567927 1557.126108 131.027573 -4.204 -4.204 2.688362 3.162159 2.247 0 0.000
1000.00 1210.00 99.999998 0.0852173257258907 0.098386 247.487303 -1300060.451325 32.139814 -40.236829 1513.212430 129.921375 -4.071 -4.071 2.694949 3.156850 2.216 0 0.000
1000.00 1205.00 99.999998 0.0627433039541531 0.072492 246.524415 -1301486.226279 32.040268 -36.555082 1481.207257 128.923451 -3.964 -3.964 2.701364 3.153876 2.185 0 0.000
1000.00 1200.00 99.999998 0.0464637225221869 0.053683 245.706648 -1302693.012048 31.966133 -33.866087 1456.425102 128.396432 -3.880 -3.880 2.707616 3.152176 2.153 0 0.000
1000.00 1195.00 99.999998 0.0342483458319895 0.039553 244.983581 -1303756.423377 31.908715 -31.830813 1436.469023 127.983487 -3.814 -3.814 2.713657 3.151248 2.120 0 0.000
1000.00 1190.00 99.999998 0.0248957103083558 0.028729 244.327123 -1304718.584634 31.863133 -30.257763 1420.034935 127.651277 -3.767 -3.767 2.719651 3.150810 2.083 0 0.000
1000.00 1185.00 99.999998 0.0159790085884444 0.018640 243.669820 -1305678.678143 31.822066 -28.805458 1402.967338 127.315444 -3.843 -3.843 2.693892 3.150994 2.234 0 0.000
1000.00 1180.00 99.999998 0.0101513218005103 0.011928 243.086051 -1306528.471953 31.793717 -27.818662 1391.471430 127.084195 -3.931 -3.931 2.676708 3.150932 2.315 0 0.000
1000.00 1175.00 99.999998 0.0053271537053382 0.006316 242.529063 -1307336.435232 31.769092 -26.998664 1381.871789 126.880594 -4.026 -4.026 2.654740 3.150847 2.447 0 0.000
1000.00 1170.00 99.999998 0.0009133356565726 0.001101 241.985578 -1308122.155112 31.746149 -26.230424 1373.264683 126.690770 -4.145 -4.145 2.613705 3.150579 2.797 0 0.000
1000.00 1165.00 99.999998 0.0000000000000000 0.000000 241.518522 -1308795.051400 31.735819 -26.062802 1369.760358 126.605502 -6.015 -6.015 0.000000 3.151014 2.821 0 0.000
1000.00 1160.00 99.999998 0.0000000000000000 0.000000 241.069375 -1309439.868756 31.728663 -26.063802 1367.549234 126.546313 -6.074 -6.074 0.000000 3.151724 2.821 0 0.000
1000.00 1155.00 99.999998 0.0000000000000000 0.000000 240.618928 -1310084.300110 31.721524 -26.064812 1365.300428 126.485311 -6.134 -6.134 0.000000 3.152434 2.821 0 0.000
1000.00 1150.00 99.999998 0.0000000000000000 0.000000 240.167171 -1310728.346276 31.714403 -26.065831 1363.049964 126.423999 -6.195 -6.195 0.000000 3.153141 2.821 0 0.000
1000.00 1145.00 99.999998 0.0000000000000000 0.000000 239.714097 -1311372.006024 31.707300 -26.066861 1360.797829 126.362375 -6.256 -6.256 0.000000 3.153848 2.821 0 0.000
1000.00 1140.00 99.999998 0.0000000000000000 0.000000 239.259696 -1312015.278057 31.700214 -26.067902 1358.544015 126.300435 -6.317 -6.317 0.000000 3.154553 2.821 0 0.000
1000.00 1135.00 99.999998 0.0000000000000000 0.000000 238.803960 -1312658.161021 31.693147 -26.068952 1356.288513 126.238177 -6.379 -6.379 0.000000 3.155256 2.821 0 0.000
1000.00 1130.00 99.999998 0.0000000000000000 0.000000 238.346881 -1313300.653510 31.686097 -26.070012 1354.031314 126.175598 -6.441 -6.441 0.000000 3.155958 2.821 0 0.000
1000.00 1125.00 99.999998 0.0000000000000000 0.000000 237.888450 -1313942.754075 31.679065 -26.071082 1351.772411 126.112695 -6.504 -6.504 0.000000 3.156659 2.821 0 0.000
1000.00 1120.00 99.999998 0.0000000000000000 0.000000 237.428659 -1314584.461226 31.672051 -26.072162 1349.511797 126.049466 -6.568 -6.568 0.000000 3.157358 2.821 0 0.000
1000.00 1115.00 99.999998 0.0000000000000000 0.000000 236.967499 -1315225.773438 31.665055 -26.073252 1347.249465 125.985906 -6.632 -6.632 0.000000 3.158055 2.821 0 0.000
1000.00 1110.00 99.999998 0.0000000000000000 0.000000 236.504960 -1315866.689155 31.658077 -26.074351 1344.985412 125.922014 -6.696 -6.696 0.000000 3.158751 2.821 0 0.000
1000.00 1105.00 99.999998 0.0000000000000000 0.000000 236.041035 -1316507.206792 31.651117 -26.075460 1342.719630 125.857786 -6.761 -6.761 0.000000 3.159446 2.821 0 0.000
1000.00 1100.00 99.999998 0.0000000000000000 0.000000 235.575714 -1317147.324740 31.644175 -26.076579 1340.452117 125.793218 -6.827 -6.827 0.000000 3.160139 2.821 0 0.000
1000.00 1095.00 99.999998 0.0000000000000000 0.000000 235.107856 -1317788.596155 31.637252 -26.077706 1338.182868 125.740453 -6.893 -6.893 0.000000 3.160831 2.821 0 0.000
1000.00 1090.00 99.999998 0.0000000000000000 0.000000 234.639673 -1318427.970219 31.630346 -26.078843 1335.911881 125.675072 -6.960 -6.960 0.000000 3.161521 2.821 0 0.000
1000.00 1085.00 99.999998 0.0000000000000000 0.000000 234.170067 -1319066.939017 31.623458 -26.079989 1333.639153 125.609343 -7.027 -7.027 0.000000 3.162209 2.821 0 0.000
1000.00 1080.00 99.999998 0.0000000000000000 0.000000 233.699029 -1319705.500865 31.616588 -26.081143 1331.364681 125.543263 -7.095 -7.095 0.000000 3.162897 2.821 0 0.000
1000.00 1075.00 99.999998 0.0000000000000000 0.000000 233.226550 -1320343.654063 31.609736 -26.082306 1329.088464 125.476827 -7.164 -7.164 0.000000 3.163582 2.821 0 0.000
1000.00 1070.00 99.999998 0.0000000000000000 0.000000 232.752621 -1320981.396898 31.602902 -26.083478 1326.810502 125.410033 -7.233 -7.233 0.000000 3.164266 2.821 0 0.000
1000.00 1065.00 99.999998 0.0000000000000000 0.000000 232.277231 -1321618.727644 31.596086 -26.084657 1324.530794 125.342876 -7.303 -7.303 0.000000 3.164949 2.821 0 0.000
1000.00 1060.00 99.999998 0.0000000000000000 0.000000 231.800371 -1322255.644560 31.589287 -26.085844 1322.249340 125.275354 -7.373 -7.373 0.000000 3.165630 2.821 0 0.000
1000.00 1055.00 99.999998 0.0000000000000000 0.000000 231.322032 -1322892.145896 31.582507 -26.087038 1319.966140 125.207462 -7.444 -7.444 0.000000 3.166310 2.821 0 0.000
1000.00 1050.00 99.999998 0.0000000000000000 0.000000 230.842204 -1323528.229888 31.575745 -26.088240 1317.681195 125.139197 -7.515 -7.515 0.000000 3.166988 2.821 0 0.000
1000.00 1045.00 99.999998 0.0000000000000000 0.000000 230.360876 -1324163.894763 31.569000 -26.089449 1315.394508 125.070555 -7.587 -7.587 0.000000 3.167664 2.821 0 0.000
1000.00 1040.00 99.999998 0.0000000000000000 0.000000 229.878039 -1324799.138737 31.562273 -26.090664 1313.106080 125.001531 -7.660 -7.660 0.000000 3.168340 2.821 0 0.000
1000.00 1035.00 99.999998 0.0000000000000000 0.000000 229.393682 -1325433.960015 31.555564 -26.091885 1310.815913 124.932123 -7.733 -7.733 0.000000 3.169013 2.821 0 0.000
1000.00 1030.00 99.999998 0.0000000000000000 0.000000 228.907796 -1326068.356794 31.548873 -26.093113 1308.524010 124.862325 -7.807 -7.807 0.000000 3.169685 2.821 0 0.000
1000.00 1025.00 99.999998 0.0000000000000000 0.000000 228.420370 -1326702.327258 31.542199 -26.094346 1306.230376 124.792134 -7.882 -7.882 0.000000 3.170356 2.821 0 0.000
1000.00 1020.00 99.999998 0.0000000000000000 0.000000 227.931393 -1327335.869585 31.535542 -26.095584 1303.935014 124.721547 -7.957 -7.957 0.000000 3.171025 2.821 0 0.000
1000.00 1015.00 99.999998 0.0000000000000000 0.000000 227.440714 -1327969.163125 31.528898 -26.101044 1302.734548 124.687375 -8.033 -8.033 0.000000 3.171693 2.821 0 0.000
1000.00 1010.00 99.999998 0.0000000000000000 0.000000 226.948461 -1328602.028171 31.522272 -26.102304 1300.440435 124.616136 -8.110 -8.110 0.000000 3.172360 2.821 0 0.000
1000.00 1005.00 99.999998 0.0000000000000000 0.000000 226.454623 -1329234.460359 31.515663 -26.103570 1298.144792 124.544493 -8.187 -8.187 0.000000 3.173025 2.821 0 0.000
1000.00 1000.00 99.999998 0.0000000000000000 0.000000 225.959191 -1329866.457852 31.509072 -26.104841 1295.847644 124.472442 -8.265 -8.265 0.000000 3.173689 2.821 0 0.000
1000.00 995.00 99.999998 0.0000000000000000 0.000000 225.462153 -1330498.018806 31.502498 -26.106117 1293.549018 124.399978 -8.344 -8.344 0.000000 3.174351 2.821 0 0.000
1000.00 990.00 99.999998 0.0000000000000000 0.000000 224.963497 -1331129.141367 31.495941 -26.107398 1291.248940 124.327100 -8.423 -8.423 0.000000 3.175012 2.821 0 0.000
1000.00 985.00 99.999998 0.0000000000000000 0.000000 224.463213 -1331759.823675 31.489402 -26.108683 1288.947442 124.253801 -8.503 -8.503 0.000000 3.175672 2.821 0 0.000
1000.00 980.00 99.999998 0.0000000000000000 0.000000 223.961289 -1332390.063861 31.482880 -26.109972 1286.644555 124.180079 -8.584 -8.584 0.000000 3.176329 2.821 0 0.000
1000.00 975.00 99.999998 0.0000000000000000 0.000000 223.457714 -1333019.860045 31.476375 -26.111265 1284.340315 124.105930 -8.666 -8.666 0.000000 3.176986 2.821 0 0.000
